subjects	S	picture	R	rt
6	positive	outgroup	negative	0.647249812076733
6	negative	outgroup	negative	0.728320801834675
6	negative	ingroup	negative	1.35795754770639
6	positive	outgroup	positive	0.672679048294656
6	negative	outgroup	negative	0.965540437519581
6	negative	ingroup	negative	0.749182018369718
6	negative	ingroup	negative	1.68780419742194
6	negative	outgroup	negative	1.84709138893727
6	positive	ingroup	positive	0.826886145758313
6	negative	ingroup	positive	0.667963055054672
6	positive	outgroup	negative	1.13119276426825
6	positive	ingroup	negative	0.633178703631048
6	positive	outgroup	negative	1.05127832574949
6	negative	outgroup	negative	0.669851820041002
6	negative	ingroup	negative	0.848517847434228
6	positive	outgroup	positive	0.762707984525594
6	negative	ingroup	negative	0.905049446495357
6	negative	outgroup	negative	0.715656276787226
6	negative	ingroup	positive	0.805639807783001
6	positive	outgroup	positive	1.17013095447248
6	positive	ingroup	positive	1.03827723500102
6	negative	outgroup	negative	1.32765922814725
6	negative	ingroup	negative	1.10279566412226
6	negative	outgroup	negative	0.827191501137467
6	negative	ingroup	positive	0.670484853002951
6	negative	ingroup	negative	0.974259910267177
6	negative	outgroup	negative	0.714662600698365
6	positive	ingroup	positive	0.813410683211434
6	positive	outgroup	positive	1.64230696670865
6	negative	outgroup	negative	1.09489175930821
6	negative	ingroup	negative	0.660316563238009
6	negative	outgroup	negative	1.23152897072302
6	positive	ingroup	positive	0.681920233599922
6	negative	ingroup	negative	1.10693780771817
6	negative	outgroup	negative	1.06807258735339
6	negative	outgroup	positive	0.746018368091612
6	negative	outgroup	negative	0.911894241387289
6	positive	ingroup	negative	0.765354047434505
6	positive	outgroup	negative	0.716992175665012
6	positive	outgroup	positive	0.808728632520655
6	positive	outgroup	positive	0.736519186592733
6	positive	outgroup	positive	1.12531373542974
6	positive	ingroup	positive	0.675367522561636
6	positive	ingroup	negative	1.18354793071009
6	positive	outgroup	positive	0.693188649370112
6	negative	ingroup	negative	0.908876418208912
6	negative	outgroup	negative	0.735383452091393
6	negative	ingroup	positive	0.85525113887803
6	negative	outgroup	negative	1.13673069249959
6	negative	outgroup	negative	0.750265356827716
6	negative	ingroup	negative	0.671047673513578
6	positive	ingroup	positive	0.721313583299726
7	negative	ingroup	positive	0.256803001192956
7	negative	outgroup	positive	0.347628678771904
7	negative	outgroup	negative	0.626566071547037
7	positive	ingroup	positive	0.23606755927731
7	positive	outgroup	positive	0.519636485160084
7	negative	outgroup	negative	0.18292320624597
7	negative	ingroup	negative	0.391211733446759
7	positive	outgroup	negative	0.260547448113412
7	negative	ingroup	negative	0.354473094404868
7	negative	ingroup	negative	0.229528244085693
7	negative	outgroup	negative	0.21372193665152
7	positive	outgroup	positive	0.376992942360769
7	negative	outgroup	negative	0.174956864614802
7	negative	outgroup	positive	0.303488029239031
7	negative	ingroup	negative	0.458722365740624
7	positive	ingroup	positive	0.55580326932044
7	negative	ingroup	positive	0.393274928157139
7	positive	outgroup	positive	0.673046107605049
7	positive	ingroup	negative	0.480278025019014
7	positive	outgroup	negative	0.401876738750243
7	positive	ingroup	positive	0.361324446710158
7	positive	outgroup	positive	0.310062948924053
7	positive	outgroup	negative	0.237994962234943
7	positive	outgroup	positive	0.701764180319135
7	negative	outgroup	negative	0.265817476348404
7	positive	ingroup	positive	0.695605996971161
7	negative	ingroup	negative	0.418841389976245
7	positive	ingroup	positive	0.227557565409181
7	positive	outgroup	positive	0.349452524873527
7	negative	outgroup	negative	0.445349428309442
7	positive	outgroup	positive	0.327760214366904
7	positive	ingroup	positive	0.343494926189713
7	positive	ingroup	positive	0.254343637698467
7	negative	ingroup	negative	0.610350511959805
7	negative	ingroup	negative	0.494490164674293
7	positive	ingroup	positive	0.631241609352336
7	negative	outgroup	negative	0.350737636938517
7	negative	outgroup	positive	0.54439158318208
7	negative	ingroup	positive	0.292491493248655
7	negative	ingroup	positive	0.369700074642873
7	negative	ingroup	negative	0.389257572909327
7	negative	outgroup	negative	0.260237769178691
7	negative	ingroup	positive	0.512061306287078
7	negative	ingroup	negative	0.312573749661236
7	negative	ingroup	negative	0.354961280062436
7	positive	ingroup	positive	0.216184842766525
7	negative	ingroup	negative	0.375749952589576
7	positive	ingroup	positive	0.655428324412633
7	positive	outgroup	negative	0.20421874658855
7	positive	ingroup	positive	0.295264901711299
7	negative	outgroup	negative	0.369720888663408
7	negative	outgroup	positive	0.374794870423476
7	negative	ingroup	negative	0.306383083640509
7	positive	ingroup	positive	0.201159863671156
7	positive	outgroup	negative	0.597945902304027
7	negative	ingroup	negative	0.379190532435318
7	positive	outgroup	positive	0.59631348402156
7	positive	outgroup	positive	0.403421203174993
7	negative	ingroup	negative	0.267857060428718
7	positive	outgroup	positive	0.613751336089943
7	negative	outgroup	negative	0.214033013755131
7	negative	outgroup	negative	0.22886605145573
7	positive	ingroup	positive	0.240372638433704
7	positive	outgroup	positive	0.201933000875382
7	positive	ingroup	positive	0.350820688133775
7	positive	outgroup	positive	0.320853006981276
7	positive	ingroup	negative	0.353682845457204
7	negative	outgroup	negative	0.399119914983603
7	negative	outgroup	negative	0.306082224714115
7	positive	outgroup	positive	0.425078811076267
7	positive	ingroup	negative	0.286932464428847
7	negative	ingroup	negative	0.592807784771896
7	positive	ingroup	positive	0.344338467818518
7	negative	ingroup	positive	0.217413068038563
7	negative	ingroup	negative	0.547593935210283
7	positive	ingroup	negative	0.345150021030213
7	positive	outgroup	positive	0.510330255177115
7	positive	ingroup	positive	0.360257968078722
7	positive	ingroup	negative	0.427860152499547
7	positive	outgroup	positive	0.429069962741171
7	negative	ingroup	negative	0.718732702465291
7	positive	outgroup	positive	0.497758419284703
7	negative	outgroup	positive	0.284469532535454
7	positive	ingroup	positive	0.298992366256797
7	negative	outgroup	positive	0.467332942411207
7	negative	ingroup	positive	0.212615363790921
7	negative	ingroup	positive	0.186379330281092
7	positive	ingroup	negative	0.539999243402991
7	positive	outgroup	negative	0.463156802736146
7	positive	outgroup	positive	0.248976297018834
7	negative	outgroup	negative	0.616921522430816
7	positive	ingroup	negative	0.238760773474924
7	negative	outgroup	negative	0.206711318786976
7	positive	ingroup	positive	0.506487710955928
7	positive	outgroup	positive	0.454389007422549
7	positive	ingroup	positive	0.216483212077282
7	negative	ingroup	positive	0.229192402913568
7	negative	outgroup	negative	0.262699729246086
7	negative	outgroup	negative	0.192220669586196
7	positive	outgroup	negative	0.590676426059052
7	positive	ingroup	negative	0.564030888900937
7	positive	outgroup	positive	0.611119483919803
7	negative	ingroup	negative	0.352356471166755
7	positive	outgroup	negative	0.26569142197874
7	negative	ingroup	positive	0.431552297857881
7	positive	outgroup	negative	0.285870922749992
7	positive	outgroup	positive	0.257390848354606
7	negative	outgroup	positive	1.02999066301546
7	negative	outgroup	negative	0.275244862870915
7	negative	ingroup	negative	0.314468610764397
7	positive	ingroup	positive	0.471758807571513
7	positive	outgroup	positive	0.40475352936255
7	positive	ingroup	positive	0.374884847897877
7	positive	ingroup	positive	0.32996699192324
7	positive	ingroup	positive	0.208717000672886
7	negative	outgroup	negative	0.386118297211433
7	positive	outgroup	negative	0.225012037183853
7	positive	ingroup	positive	0.227321679128634
7	negative	ingroup	positive	0.264261520081105
7	positive	ingroup	positive	0.262529381027257
7	positive	ingroup	negative	0.249222609981509
7	positive	ingroup	positive	0.267662933448985
7	positive	ingroup	positive	0.272061960233632
7	positive	outgroup	negative	0.254132451696129
7	negative	outgroup	negative	0.258488676176842
7	positive	outgroup	negative	0.267246624668599
7	negative	ingroup	negative	0.2708590861467
7	negative	ingroup	positive	0.259230527011492
7	negative	ingroup	negative	0.473415025739776
7	negative	outgroup	negative	0.546653448384942
7	positive	ingroup	positive	0.186605779561917
7	negative	ingroup	positive	0.718194150005935
7	negative	outgroup	negative	0.206490814087186
7	negative	outgroup	negative	0.212851525974712
7	negative	ingroup	positive	0.400342787298085
7	positive	ingroup	positive	0.273629812706269
7	negative	outgroup	negative	0.208046944271086
7	positive	ingroup	positive	0.181402299459192
7	negative	outgroup	negative	0.185096513710218
7	positive	ingroup	positive	0.212378081871798
7	positive	outgroup	positive	0.531357405239108
7	positive	ingroup	negative	0.292552596820699
7	negative	outgroup	positive	0.36732549319534
7	positive	outgroup	positive	0.439285282459325
7	negative	ingroup	negative	0.244077651992635
7	negative	ingroup	negative	0.422594418092461
7	negative	ingroup	negative	0.237655443138611
7	positive	outgroup	positive	0.33231316512688
7	negative	outgroup	positive	0.491503015176629
7	positive	outgroup	positive	0.441063997088823
7	positive	ingroup	positive	0.324403989174862
7	positive	outgroup	negative	0.207058022622203
7	positive	outgroup	positive	0.393155186875518
7	negative	outgroup	negative	0.189327110715641
7	positive	outgroup	positive	0.373602252066757
7	negative	ingroup	negative	0.413363455150981
7	negative	ingroup	positive	0.56817799691651
7	negative	ingroup	negative	0.52586526199543
7	positive	ingroup	positive	0.314469297375775
7	positive	outgroup	positive	0.363457215481826
7	negative	outgroup	negative	0.504378208038261
7	positive	ingroup	positive	0.512848654473624
7	positive	ingroup	negative	0.816366405185293
7	negative	ingroup	negative	0.377978810133502
7	negative	outgroup	negative	0.301168593313462
7	negative	ingroup	negative	0.366469987436722
7	negative	ingroup	positive	0.218228823666544
7	positive	ingroup	positive	0.445486240004818
7	negative	outgroup	negative	0.262902576579393
7	positive	outgroup	negative	0.195801928912593
7	positive	outgroup	positive	0.390374260954761
7	negative	ingroup	negative	0.773460807094876
7	positive	outgroup	positive	0.308591199702683
7	negative	outgroup	negative	0.831628889482715
7	negative	outgroup	positive	0.573999900690965
7	positive	outgroup	negative	0.795617676454847
7	negative	ingroup	positive	0.203113136097832
7	positive	outgroup	positive	0.487051254059739
7	negative	ingroup	negative	0.342683866431206
7	positive	outgroup	positive	0.55365736908872
7	positive	outgroup	negative	0.249815028251208
7	negative	outgroup	negative	0.268457350946646
7	negative	outgroup	negative	0.241727153737889
7	negative	outgroup	negative	0.196190830248839
7	positive	ingroup	positive	0.405301732771883
7	positive	outgroup	positive	0.574618218059384
7	negative	outgroup	negative	0.278186948464126
7	positive	ingroup	positive	0.5477647911256
7	positive	outgroup	positive	0.263960925754835
7	positive	ingroup	positive	0.363683949187924
7	negative	outgroup	negative	0.231589268689167
7	positive	outgroup	negative	0.223416356113275
7	negative	outgroup	positive	0.494028268910838
7	negative	outgroup	negative	0.322734688335633
7	positive	outgroup	negative	0.653971036712619
7	negative	outgroup	negative	0.278414921572108
7	positive	outgroup	positive	0.3973371814034
7	negative	ingroup	negative	0.331930179504682
7	negative	outgroup	negative	0.69211296719149
7	positive	outgroup	positive	0.698891825163594
7	negative	outgroup	negative	0.356173155955191
7	negative	outgroup	positive	0.251219983667451
7	negative	outgroup	negative	0.287237577964381
7	negative	outgroup	negative	0.268656257275097
7	positive	outgroup	positive	0.36531747760709
7	positive	ingroup	negative	0.285091885964823
7	positive	outgroup	positive	0.327308212631031
7	negative	outgroup	negative	0.247563599073099
7	negative	outgroup	negative	0.191740552109687
7	negative	ingroup	positive	0.443445822366982
7	negative	outgroup	negative	0.334581834440638
7	positive	outgroup	negative	0.22675862653573
7	negative	outgroup	negative	0.237027342792849
7	negative	outgroup	negative	0.710642760047407
7	negative	outgroup	negative	0.247870132701169
7	negative	outgroup	negative	0.223927295378607
7	positive	ingroup	negative	0.315302320831681
7	negative	outgroup	negative	0.206324251591666
7	positive	outgroup	negative	0.77847427509226
7	negative	ingroup	positive	0.603548721124725
7	negative	ingroup	positive	0.903919502641256
7	negative	ingroup	positive	0.210793050180739
7	positive	ingroup	positive	0.791935038815669
7	positive	ingroup	positive	0.192384928281647
7	negative	ingroup	negative	0.364129272769113
7	positive	ingroup	positive	0.193352371333977
7	negative	outgroup	negative	0.388026819365675
7	positive	outgroup	positive	0.837245802960121
7	negative	outgroup	negative	0.232827022696481
7	positive	outgroup	positive	0.265427094880842
7	negative	ingroup	negative	0.340594843563337
7	negative	outgroup	negative	0.26703642050984
7	negative	outgroup	negative	0.222922555626904
7	positive	ingroup	positive	0.628717801929924
7	negative	ingroup	negative	0.284176915022594
7	negative	ingroup	negative	0.753209460293947
7	negative	ingroup	positive	0.247581067880711
7	positive	ingroup	positive	0.240305447465344
7	positive	ingroup	positive	0.348514546782398
7	negative	ingroup	positive	0.638055494813939
7	positive	ingroup	positive	0.252380669265958
7	negative	ingroup	positive	0.418915706962804
7	negative	ingroup	positive	0.345386311678765
7	negative	outgroup	negative	0.206438319984485
7	negative	ingroup	positive	0.312809554107929
7	positive	ingroup	negative	0.409630857153343
7	negative	ingroup	negative	0.243844568932007
7	positive	outgroup	negative	0.312193245743623
7	positive	ingroup	positive	0.462805829120925
7	negative	outgroup	negative	0.282734267129462
7	positive	outgroup	positive	0.310327581789617
7	positive	ingroup	positive	0.203178274978623
7	negative	ingroup	negative	0.310455217864407
7	negative	ingroup	positive	0.69340547067462
7	positive	ingroup	positive	0.240981901176838
7	positive	outgroup	negative	0.227122174453178
7	negative	ingroup	positive	0.213664708169753
7	positive	outgroup	positive	0.298758213105679
7	negative	outgroup	positive	0.468654345305481
7	negative	ingroup	negative	0.252765876145167
7	negative	ingroup	positive	0.436891918146106
7	negative	outgroup	negative	0.218442732052142
7	positive	ingroup	negative	0.271331133444465
7	negative	ingroup	positive	0.29388271889506
7	negative	ingroup	positive	0.26595886759829
7	positive	outgroup	negative	0.313787264128584
7	negative	outgroup	negative	0.279450074322286
7	negative	outgroup	negative	0.223611529714583
7	positive	outgroup	negative	0.333676787907561
7	positive	ingroup	negative	0.246182851833228
7	negative	ingroup	negative	0.352024237112685
7	positive	outgroup	positive	0.327492483157845
7	negative	ingroup	negative	0.489091764360562
7	negative	outgroup	negative	0.415923464365487
7	positive	outgroup	negative	0.226094383327671
7	negative	ingroup	positive	0.251316170649197
7	negative	ingroup	positive	0.258241159587058
7	positive	outgroup	negative	0.2411107074566
7	positive	outgroup	positive	0.246381931902398
7	positive	ingroup	positive	0.289500327502
7	positive	ingroup	positive	0.283806499140824
7	positive	ingroup	positive	0.620850034710204
7	negative	ingroup	positive	0.292051889251724
7	positive	outgroup	negative	0.474121499168057
7	positive	outgroup	positive	0.246325043304817
7	negative	outgroup	negative	0.175461296810254
7	negative	outgroup	negative	0.280560632348761
7	negative	outgroup	negative	0.203292765394622
7	positive	ingroup	positive	0.230404154456935
7	negative	ingroup	positive	0.430178819437203
7	positive	ingroup	positive	0.467665217175173
7	negative	ingroup	positive	0.474174612953644
7	negative	ingroup	negative	0.34156632179496
7	negative	outgroup	negative	0.395246852246944
7	positive	outgroup	positive	0.534064743261383
7	positive	outgroup	positive	0.35268682953905
7	positive	ingroup	positive	0.281910004716706
7	positive	outgroup	negative	1.29203628334247
7	positive	ingroup	negative	0.228483133837133
7	positive	ingroup	positive	0.190414628230567
7	positive	ingroup	positive	0.210146083898867
7	positive	ingroup	negative	0.577283727466639
7	negative	outgroup	negative	0.252980710401355
7	negative	outgroup	negative	0.219898229617477
7	positive	outgroup	negative	0.323670794617825
7	negative	ingroup	negative	0.308098007753785
7	positive	outgroup	positive	0.862691946671172
7	negative	outgroup	negative	0.315672232146591
7	positive	ingroup	positive	0.382130397250606
7	negative	outgroup	negative	0.214154340163513
7	negative	ingroup	negative	0.484376386845637
7	negative	ingroup	negative	0.562600595432533
7	positive	ingroup	positive	0.242442821751421
7	positive	ingroup	positive	0.199113163074654
7	positive	ingroup	positive	0.399503722101552
7	negative	ingroup	negative	0.579746537398296
7	negative	outgroup	negative	0.413127994014072
7	negative	outgroup	negative	0.221492134147731
7	negative	ingroup	positive	0.44226857617512
7	negative	ingroup	positive	0.313982799468553
7	negative	outgroup	negative	0.34393388498994
7	positive	ingroup	positive	0.203133319020209
7	positive	ingroup	negative	0.90173568916355
7	negative	ingroup	negative	0.299618439421589
7	positive	outgroup	negative	0.207916936509845
7	positive	ingroup	positive	0.277944070352452
7	positive	outgroup	negative	0.265465470009341
7	positive	outgroup	positive	0.547686839844574
7	negative	outgroup	negative	0.35773651048543
7	negative	ingroup	positive	0.230329843815404
7	negative	ingroup	positive	0.366937343176725
7	negative	outgroup	negative	0.295268968516012
7	positive	ingroup	positive	0.310412924856728
7	positive	outgroup	positive	0.232908036413173
7	positive	ingroup	positive	0.22737536332704
7	positive	outgroup	positive	0.259437715764044
7	negative	outgroup	positive	0.48351148713531
7	positive	outgroup	negative	0.293046215856802
7	positive	outgroup	positive	0.723589590443063
7	positive	ingroup	positive	0.198193492371898
7	positive	outgroup	negative	0.242499192337629
7	negative	outgroup	negative	0.233235290480627
7	negative	ingroup	positive	0.29893862372351
7	negative	outgroup	negative	0.280057122026278
7	positive	ingroup	positive	0.272984482093773
7	negative	ingroup	positive	0.228876367348387
7	positive	outgroup	positive	0.549835438946759
7	positive	outgroup	negative	0.402318394179874
7	negative	outgroup	negative	0.266041507289302
7	negative	outgroup	negative	0.187816074798023
7	positive	ingroup	positive	0.212045505593713
7	negative	outgroup	positive	0.333983544126494
7	positive	outgroup	negative	0.220594247496167
7	positive	ingroup	positive	0.277949531925942
7	positive	ingroup	positive	0.595344595202787
7	positive	outgroup	negative	0.421094099365689
7	positive	outgroup	negative	0.310347313131035
7	positive	outgroup	negative	0.207725828718248
7	negative	outgroup	positive	0.283382313844424
7	positive	outgroup	positive	0.407821026488218
7	negative	outgroup	negative	0.197233759988595
7	negative	ingroup	negative	0.271541178261452
7	negative	ingroup	negative	0.411084962795307
7	negative	ingroup	positive	0.479430333132457
7	positive	ingroup	positive	0.679205207090699
7	positive	outgroup	positive	0.247164792980982
7	positive	ingroup	positive	0.221657134511923
7	positive	ingroup	positive	0.195191914973719
7	negative	ingroup	positive	0.202334382222793
7	negative	ingroup	negative	0.296689659982894
7	positive	outgroup	negative	0.472631938692729
7	negative	outgroup	negative	0.540663088093405
7	negative	ingroup	positive	0.25341659654355
7	positive	ingroup	positive	0.777453618125038
7	positive	ingroup	positive	0.247564899265372
7	negative	outgroup	negative	0.206625537246627
7	negative	ingroup	negative	0.403181726413562
7	negative	ingroup	positive	0.238654375798492
7	positive	ingroup	positive	0.188729059907421
7	negative	outgroup	negative	0.390790305448602
7	positive	outgroup	negative	0.194480002312459
7	positive	ingroup	positive	0.262803549103052
7	negative	ingroup	positive	0.302044570266486
7	negative	outgroup	negative	0.307274171581527
7	negative	outgroup	negative	0.318708906773308
7	positive	ingroup	positive	0.639270213024363
7	negative	outgroup	negative	0.259086048093094
7	negative	outgroup	positive	0.291570211886682
7	positive	ingroup	negative	0.302063540392341
7	negative	ingroup	negative	0.352749344153105
7	positive	ingroup	positive	0.190111147043451
7	negative	outgroup	negative	0.265708109721793
7	positive	outgroup	positive	0.330479234433383
7	positive	outgroup	positive	0.463448042267516
7	positive	outgroup	positive	0.326086554996499
7	positive	ingroup	negative	0.947097017649463
7	negative	outgroup	negative	0.263133152605078
7	negative	ingroup	negative	0.336256924118192
7	negative	ingroup	negative	0.271806223557499
7	negative	ingroup	positive	0.234086078184733
7	positive	ingroup	negative	0.292482077975206
7	positive	ingroup	positive	0.364874203262662
7	negative	ingroup	negative	0.34423157009326
7	negative	ingroup	negative	0.287762573830381
7	negative	ingroup	negative	0.354960794218185
7	positive	outgroup	positive	0.326237293023808
7	positive	ingroup	negative	0.333655285378708
7	positive	outgroup	negative	0.327961482671249
7	negative	outgroup	positive	0.343475242950458
7	negative	ingroup	positive	0.241378068556202
7	negative	outgroup	negative	0.576929196886858
7	positive	ingroup	negative	0.3059696947872
7	negative	ingroup	positive	0.187784432981235
7	negative	outgroup	positive	0.23150414072365
7	positive	outgroup	negative	0.656912178702394
7	negative	outgroup	negative	0.767252923441905
7	positive	outgroup	positive	0.260915538786313
7	positive	outgroup	negative	0.49600333751399
7	positive	outgroup	positive	0.467786392330761
7	negative	outgroup	positive	0.485036967643554
7	negative	ingroup	negative	0.543012353133616
7	positive	ingroup	positive	0.318656689639907
7	negative	ingroup	positive	0.206681769099066
7	positive	outgroup	negative	0.402442978502273
7	positive	ingroup	positive	0.539293090071734
7	positive	ingroup	positive	0.331356725742507
7	negative	outgroup	negative	0.206134855372629
7	positive	ingroup	positive	0.215439293614037
7	negative	ingroup	positive	0.454231460445472
7	positive	outgroup	negative	0.216028299983348
7	negative	outgroup	negative	0.225526094369529
7	positive	outgroup	negative	0.245119339572164
7	negative	ingroup	negative	0.652991881353174
7	positive	outgroup	negative	0.252134849724257
7	positive	ingroup	positive	0.326691266845323
7	positive	ingroup	positive	0.193394733977551
7	negative	outgroup	negative	0.231626954232158
7	negative	outgroup	negative	0.39685201986688
7	negative	outgroup	negative	0.248393127347786
7	positive	outgroup	positive	0.483339935323807
7	positive	ingroup	positive	0.191725038602728
7	negative	ingroup	negative	0.854361586706292
7	negative	outgroup	negative	0.20031410906686
7	positive	ingroup	positive	0.306893607075496
7	positive	ingroup	positive	0.489292647231864
7	positive	outgroup	negative	0.373984508140923
7	negative	ingroup	positive	0.304338348446907
7	positive	outgroup	positive	0.273746437634447
7	negative	outgroup	negative	0.257965953782662
7	positive	outgroup	negative	0.406798027231459
7	positive	ingroup	positive	0.320754663358317
7	positive	outgroup	negative	0.237582213693704
7	negative	outgroup	negative	0.678890943499788
7	positive	outgroup	negative	0.845168361403005
7	positive	ingroup	positive	0.329027575543136
7	positive	outgroup	positive	0.403078116339583
7	negative	ingroup	negative	0.376440737669058
7	positive	ingroup	positive	0.216825534631568
7	negative	ingroup	negative	0.669441831538845
7	negative	ingroup	positive	0.298483591621049
8	negative	outgroup	negative	0.290307877664943
8	negative	ingroup	positive	0.660601344820136
8	negative	ingroup	negative	0.332145681062291
8	positive	outgroup	negative	0.286980498546223
8	positive	ingroup	positive	1.25835203805878
8	negative	outgroup	negative	0.356446424045815
8	negative	outgroup	negative	0.296183898471395
8	negative	ingroup	negative	0.956185533171972
8	positive	outgroup	negative	0.662356096224582
8	positive	outgroup	positive	0.562477778183663
8	negative	ingroup	negative	0.525484222446584
8	negative	ingroup	negative	0.406586833893552
8	negative	outgroup	negative	0.418251761954287
8	positive	outgroup	negative	0.264644283847392
8	positive	ingroup	positive	0.293935924381621
8	positive	outgroup	negative	0.36872233527129
8	positive	ingroup	positive	1.170812909712
8	negative	outgroup	negative	0.565679818730036
8	negative	ingroup	negative	0.422614458267108
8	negative	ingroup	negative	0.381374782977307
8	negative	ingroup	positive	0.257024911120121
8	negative	outgroup	negative	0.490418661300776
8	negative	outgroup	negative	0.224979702824024
8	positive	outgroup	positive	0.377914948531153
8	negative	ingroup	positive	0.22641236856005
8	positive	outgroup	negative	0.824681565420179
8	positive	outgroup	negative	0.254669860803501
8	positive	outgroup	negative	0.295703462226535
8	positive	outgroup	negative	0.23864960091691
8	positive	outgroup	negative	0.254906323529837
8	negative	outgroup	negative	0.296626367950749
8	positive	outgroup	negative	0.900943953928031
8	positive	ingroup	positive	0.526036079793427
8	positive	ingroup	positive	0.428069174398997
8	negative	ingroup	positive	0.284738684707192
8	positive	ingroup	positive	0.311388989532651
8	positive	outgroup	negative	0.224385973282971
8	positive	outgroup	positive	0.441850305618654
8	positive	outgroup	positive	1.48039914837205
8	negative	ingroup	positive	0.289634370672896
8	negative	ingroup	positive	0.562191811965395
8	negative	outgroup	negative	0.252203481428607
8	negative	outgroup	negative	0.238696806968922
8	positive	ingroup	positive	0.392600696505354
8	negative	outgroup	negative	0.252174857727066
8	negative	ingroup	negative	0.482186746894446
8	positive	ingroup	positive	0.35970108358498
8	positive	ingroup	positive	0.481403951092565
8	negative	outgroup	negative	0.71810177046198
8	negative	outgroup	negative	0.283211100993378
8	negative	ingroup	negative	0.659891251039779
8	negative	outgroup	negative	0.359787068534923
8	positive	ingroup	positive	0.327299011837154
8	negative	outgroup	negative	0.336577130658193
8	negative	outgroup	negative	0.469699853689374
8	negative	ingroup	negative	1.92464219440945
8	negative	outgroup	negative	0.29868778133693
8	negative	outgroup	negative	0.297159541151506
8	negative	outgroup	negative	0.376299973270492
8	positive	ingroup	positive	0.257102240369053
8	negative	ingroup	positive	0.261468009753771
8	negative	outgroup	negative	1.56723673923733
8	negative	ingroup	negative	0.574904185919587
8	negative	outgroup	negative	0.466734883410308
8	negative	outgroup	negative	0.271120225448075
8	positive	outgroup	positive	0.391845323328416
8	negative	ingroup	positive	0.389593993549194
8	positive	ingroup	negative	0.306796630565011
8	negative	ingroup	negative	0.765222202141031
8	positive	outgroup	positive	0.511085832196438
8	positive	ingroup	positive	0.304970919421468
8	negative	ingroup	positive	0.690088837489492
8	positive	ingroup	positive	0.653603223861905
8	negative	outgroup	negative	0.292968205689957
8	positive	ingroup	negative	0.442631792842892
8	positive	ingroup	positive	0.462810437314068
8	negative	outgroup	negative	0.415981586630376
8	negative	ingroup	negative	0.540635863289728
8	negative	ingroup	positive	0.372771645851404
8	negative	ingroup	negative	1.0323128170439
8	positive	ingroup	positive	0.298562706161986
8	positive	ingroup	positive	0.392902267962022
8	positive	outgroup	positive	0.462453493381264
8	negative	ingroup	negative	0.569948307555463
8	negative	outgroup	negative	0.606662389950396
8	negative	ingroup	negative	0.472688119936988
8	positive	outgroup	negative	0.273629088367118
8	positive	ingroup	positive	0.315166982607282
8	negative	ingroup	negative	0.632845172171708
8	positive	outgroup	positive	0.624372294338095
8	negative	outgroup	positive	1.23750384390136
8	negative	ingroup	positive	0.390956864037725
8	negative	ingroup	negative	0.765544449242846
8	positive	outgroup	positive	0.892072210302788
8	negative	ingroup	negative	0.343511324475644
8	negative	ingroup	negative	0.696021072275174
8	negative	ingroup	negative	0.631202645929595
8	negative	ingroup	positive	0.416556252833338
8	positive	ingroup	positive	0.441431271661221
8	positive	outgroup	negative	0.331767003721343
8	negative	outgroup	negative	0.307242893536213
8	negative	ingroup	negative	0.381941533416318
8	negative	outgroup	negative	0.250181662607126
8	positive	ingroup	negative	0.76509117065602
8	positive	ingroup	positive	0.25401141322952
8	negative	ingroup	negative	0.562578803618469
8	positive	ingroup	positive	0.381805313376353
8	positive	ingroup	positive	0.325789198683171
8	negative	ingroup	negative	0.438117528213464
8	negative	ingroup	negative	1.13782833608283
8	negative	outgroup	negative	0.290098418278317
8	positive	ingroup	positive	0.270574730043144
8	negative	outgroup	negative	0.221145462090268
8	positive	ingroup	positive	0.599675920214035
8	positive	outgroup	negative	0.313913221194151
8	negative	outgroup	negative	0.297778975546908
8	negative	ingroup	negative	0.336840177326835
8	negative	ingroup	negative	0.463008211029427
8	positive	outgroup	negative	0.230054825174941
8	positive	ingroup	positive	0.509506219332932
8	negative	ingroup	negative	0.547092686044489
8	positive	ingroup	positive	0.405859242599131
8	negative	ingroup	positive	0.426674354801302
8	positive	ingroup	positive	0.516471810185773
8	positive	ingroup	positive	0.263344363419026
8	negative	outgroup	negative	0.328040017279569
8	positive	outgroup	positive	0.562631870749886
8	positive	outgroup	positive	0.512597445630554
8	negative	ingroup	positive	0.387007617327642
8	positive	ingroup	positive	0.276320475956936
8	negative	outgroup	negative	0.321544781058779
8	positive	ingroup	positive	0.273228501801003
8	positive	outgroup	positive	0.459882160277965
8	positive	ingroup	positive	0.488804566643447
8	negative	ingroup	positive	0.413078111661241
8	positive	outgroup	negative	0.328194743603848
8	negative	ingroup	negative	0.723360621890085
8	negative	outgroup	negative	0.311037623415264
8	negative	ingroup	negative	0.439485627356101
8	negative	outgroup	negative	0.30751557651781
8	positive	outgroup	positive	0.422899943680318
8	positive	ingroup	positive	0.280491043642455
8	negative	ingroup	negative	0.457210565017941
8	positive	outgroup	negative	0.297266525592889
8	negative	ingroup	negative	0.797686562392676
8	positive	outgroup	positive	0.817128468679856
8	negative	outgroup	negative	0.465931652295991
8	positive	ingroup	positive	0.302934396111194
8	negative	outgroup	negative	0.257799088125183
8	negative	outgroup	negative	0.659532571939724
8	positive	ingroup	positive	0.83390931518461
8	negative	outgroup	negative	0.468410595043579
8	negative	ingroup	negative	0.369119870883695
8	positive	outgroup	negative	0.39984020143488
